,word,word length,nr_phon,aoa,OSC_m,OSC_h,PSC_m,PSC_h,conc,val,freq_subtlex,old20,morph
205,amnesia,7,8,10.61,0.34525050851374506,0.15260348504502866,0.15441198302902337,0.027168802124395337,3.61,3.43,3.71,51.0,0
206,amnesty,7,8,12.95,0.061078805040013465,0.024158135579107287,0.057014679446278076,0.03259023760012186,2.18,5.38,1.33,57.0,0
207,amount,6,6,6.63,0.4495181464292804,0.0777828257785209,0.7337029658009521,0.0771112957700885,2.74,5.42,24.75,38.0,1
208,amp,3,4,12.11,0.0727490624455481,0.1307254021069591,0.22631435091952432,0.1470391922674639,3.59,5.79,1.82,20.0,0
209,ample,5,5,11.63,0.08389049687016512,0.10818443781268154,0.11281790021904972,0.039518904968579384,2.5,5.89,1.82,35.0,0
210,amputate,8,9,9.6,0.5606957776439676,0.09449582261057016,0.5636920382602574,0.16550657032539995,3.9,2.1,0.86,54.0,1
211,amulet,6,8,11.53,0.5176296945353097,0.07310665587093897,0.5176296945353097,0.05629725824291779,4.0,5.75,2.31,39.0,0
212,amuse,5,6,9.0,0.4233617725050057,0.07724838310682873,0.42737668523874556,0.21797263179557352,2.57,7.1,2.61,36.0,0
213,amused,6,7,7.83,0.17076359677880157,0.1021524929281874,0.08822385196098118,0.1515536095302786,1.96,7.05,2.51,36.0,0
214,amusement,9,10,8.79,0.5522802191010053,0.06609227502867494,0.5522802191010053,0.14638529058231495,2.07,7.0,3.75,60.0,1
215,anaconda,8,10,10.06,0.4967274435603263,0.042208538319064674,0.4967274435603263,0.03054150311995832,4.93,4.43,0.47,73.0,0
216,anagram,7,8,11.38,0.5678745091483777,0.05373742633955618,0.5678745091483777,0.08746550639234847,3.63,4.37,0.51,56.0,1
217,anal,4,4,13.17,0.11981474376310586,0.06603501612798833,0.028016379091508503,0.04046247779310183,3.3,4.0,2.71,32.0,0
218,analogy,7,8,11.33,0.05901505510804784,0.09987151733674737,0.5375185092430581,0.15581023827441934,1.61,5.24,1.14,52.0,1
219,analysis,8,9,11.32,0.14672794119766774,0.22043553004357322,0.14672794119766774,0.0465469737010568,2.56,5.25,11.04,47.0,0
220,analyst,7,8,11.75,0.3691971743273339,0.15389800727784655,0.3691971743273339,0.1219568790171085,4.23,5.0,3.47,50.0,0
221,analytical,10,11,12.44,0.20722449569573936,0.06926076228153658,0.04570474144166061,0.09299847043701236,1.86,6.0,0.59,74.0,1
222,anatomy,7,8,11.94,0.05316505725305009,0.04429111324445238,0.5052485317047357,0.04354902989329021,3.59,6.29,3.2,57.0,1
223,ancestor,8,9,8.61,0.6721795792386521,0.07089898490357703,0.10025126129786788,0.08120081464529348,3.24,6.37,1.69,55.0,0
224,anchor,6,6,5.72,0.4152518946128117,0.09367695537305064,0.09545333735487364,0.1906889696320142,4.77,5.16,7.41,42.0,0
225,anchorage,9,8,12.0,0.06653564236631059,0.05665783198524247,0.04531278819321792,0.07817561159538196,3.48,5.09,0.71,70.0,1
226,ancient,7,7,8.26,0.5026310793331737,0.11571196975938758,0.5026310793331737,0.0350911879562995,2.04,7.24,21.67,51.0,0
227,anecdote,8,8,14.33,0.5325807315091429,0.16015074260428291,0.5325807315091429,0.09270126012014833,2.64,5.62,1.08,71.0,0
228,angel,5,6,4.0,0.2854564026811053,0.07438249861619743,0.6552727411202884,0.13357325247404658,3.82,7.71,78.27,38.0,0
229,angelic,7,8,8.33,0.1697128632389534,0.10506710422111867,0.16463964797543265,0.040549158005671666,2.22,6.68,0.57,49.0,1
230,anger,5,6,6.0,0.1681916596965231,0.1026169597851464,0.09000280776171989,0.17059601612579456,2.41,2.5,19.43,30.0,0
231,angle,5,5,8.05,0.18205002146857494,0.1831294550925431,0.6427907874832475,0.21289019890875052,3.5,4.55,14.92,26.0,0
232,angry,5,6,4.45,0.16301535309162773,0.10481610271815625,0.32089457304077806,0.14393488063937235,2.53,2.53,58.98,40.0,0
233,angst,5,5,13.12,0.2298986362079041,0.056505123847311794,0.11606584469081194,0.049328350814347395,1.96,3.5,0.92,40.0,0
234,anguish,7,7,11.54,0.25782924004207847,0.10423577376810862,0.4366619785989734,0.13682740942066257,2.38,3.14,2.16,53.0,0
235,anguished,9,8,12.06,0.1646954190390557,0.08056361390527465,0.11161154363994338,0.08938470092125139,2.28,2.78,0.25,61.0,0
236,animal,6,6,2.89,0.7465995305016956,0.10738071464539044,0.753464726059834,0.12329934757480589,4.61,7.06,45.49,38.0,0
237,ankle,5,5,4.89,0.5408554784263283,0.08954577185133347,0.6088094053880789,0.07374392125638318,4.81,5.4,8.02,37.0,0
238,annex,5,6,12.53,0.24007327938186382,0.0411898005378223,0.24601274337479276,0.03836448190538196,4.0,4.41,0.84,38.0,0
239,anniversary,11,11,7.33,0.14055176228387256,0.03615117045619299,0.48693455354745385,0.06322686972381672,3.15,6.95,18.41,92.0,0
240,announce,8,6,9.48,0.39949460069235854,0.25277532025542915,0.34254117398139267,0.07873232798683319,3.31,5.52,9.76,50.0,0
241,announcement,12,10,7.75,0.6339703282774081,0.0987180716754185,0.5758805488614498,0.09180393137303341,2.79,5.81,10.29,79.0,1
242,annoy,5,4,7.22,0.5014730594315112,0.0837732475371654,0.4229809215176707,0.09607255047284398,1.93,2.49,2.51,38.0,0
243,annoyance,9,7,9.47,0.3926534835750371,0.0705593166052152,0.3926534835750371,0.05207324012679539,2.14,2.95,0.49,65.0,1
244,annoyed,7,5,7.72,0.20473693887016606,0.05498880882685962,0.20757268601687875,0.08758196338970266,2.89,2.8,3.43,56.0,0
245,annoying,8,6,6.52,0.411554048126861,0.058196617171132566,0.174497743934721,0.1026981142598434,2.31,3.0,11.12,57.0,0
246,anointed,8,8,12.56,0.1066807848188565,0.12651649000739346,0.147315113351711,0.19535688532949316,2.71,4.79,0.75,55.0,0
247,anomaly,7,8,12.44,0.06192026196247617,0.03732214316991157,0.6669388409661519,0.21191496051840772,1.79,4.84,1.24,57.0,1
248,answer,6,6,5.43,0.702029715845318,0.13218546361403402,0.08947957743324535,0.09368388969017197,2.89,6.1,176.2,47.0,0
249,ant,3,4,4.32,0.10471924870399164,0.10569431273693193,0.29557540680554706,0.16455689344931507,4.86,3.9,5.35,20.0,0
250,antagonistic,12,14,13.94,0.06856566212165727,0.12495575111224055,0.030482168196482293,0.05518449315285806,2.07,4.32,0.43,82.0,1
251,antagonize,10,10,12.28,0.2950132425527111,0.2775659992314575,0.3651517583233705,0.16880883255352222,2.43,3.15,0.53,62.0,1
252,antelope,8,8,8.39,0.6631885693497446,0.06620287230926637,0.6631885693497446,0.08859242344035204,5.0,5.68,0.98,60.0,0
253,antenna,7,7,7.05,0.6116694529434111,0.04766284120721708,0.7294122989498381,0.22281868558653864,4.75,5.43,2.39,56.0,0
254,anterior,8,8,14.12,0.11074805791656567,0.07540194969898457,0.08030802517163652,0.0655309211489833,3.5,4.89,0.94,53.0,0
255,anthem,6,6,9.44,0.20521524680255349,0.10206280674515637,0.5839761660147962,0.0761523648097551,3.36,5.95,1.88,46.0,0
256,anthrax,7,8,14.26,0.03274432308563713,0.027240546997938233,0.03520447036889157,0.03354003522865266,4.44,2.32,1.29,59.0,0
257,anthropological,15,15,14.88,0.4587810234251741,0.1249308222034783,0.0731659599071189,0.058454757699289595,2.29,5.53,0.51,91.0,1
258,anthropologist,14,15,12.56,0.5955898331146412,0.22141801122146781,0.5955898331146412,0.13212154977360607,4.0,5.7,1.04,94.0,1
259,anthropology,12,13,14.61,0.07937844455120917,0.08721224032758759,0.49631686607748715,0.06788169944549377,2.41,5.3,1.31,87.0,1
260,antiaircraft,12,12,12.06,0.191407744934675,0.06268966830264366,0.12446998995079085,0.023554869648646108,3.48,4.85,0.49,113.0,1
261,anticipate,10,10,10.6,0.5255635447992315,0.15034571114732437,0.5188604831280788,0.1660305547462389,1.54,6.0,2.53,63.0,0
262,antics,6,7,9.56,0.03528359057139797,0.08047556919540794,0.04848190899858434,0.04784882452444585,2.6,3.95,0.98,38.0,0
263,antidote,8,8,10.11,0.4499404885358804,0.06550156964543316,0.4499404885358804,0.05661409772025361,3.42,6.55,4.33,62.0,0
264,antique,7,6,8.05,0.6328958911893037,0.04535566103748668,0.6328958911893037,0.19976138331409682,3.75,6.5,6.06,57.0,0
265,antiques,8,7,11.05,0.10984865929958583,0.04808364209094926,0.10218416859583641,0.041755850396537134,4.22,6.63,2.69,57.0,0
266,antiseptic,10,12,9.95,0.6000406131852544,0.1698894774258178,0.6000406131852544,0.0655814793854076,3.85,4.57,0.86,75.0,1
267,anus,4,5,11.17,0.09374295768900341,0.09564832910373341,0.09984494894923746,0.05807294451510126,4.86,2.9,1.1,32.0,0
268,anvil,5,6,10.79,0.4451328333805687,0.05231979104452023,0.4451328333805687,0.06571966213454822,4.96,5.05,0.63,38.0,0
269,aorta,5,5,13.06,0.04309998515326832,0.04446120875379948,0.038694266591071044,0.04414841749886878,4.61,4.35,1.53,38.0,0
270,apache,6,5,10.5,0.3662174367614656,0.07210116301873082,0.39223791339208286,0.05018489998637898,3.88,5.2,4.92,41.0,0
271,apartment,9,9,7.8,0.574594355103482,0.06942833110852926,0.574594355103482,0.12052167559383813,4.9,5.72,83.04,56.0,1
272,ape,3,3,5.89,0.11295020065630484,0.11759028897061152,0.319973196960222,0.144760307318597,4.79,5.21,9.67,20.0,0
273,apex,4,6,12.58,0.04248153312395107,0.030366107034515918,0.03148307828970605,0.03971717625862378,3.41,5.52,0.84,37.0,0
274,aphrodisiac,11,12,13.32,0.5483272283355992,0.04937112029659606,0.5483272283355992,0.1171432568144996,3.19,6.43,1.61,95.0,0
275,apocalypse,10,10,12.78,0.008426117917190125,0.054138867747449866,0.08863595577558313,0.019295554337105704,2.21,3.24,2.47,93.0,0
276,apologize,9,9,5.67,0.6160646456350045,0.4125909959495487,0.621608567659786,0.40873983954111903,2.63,4.94,49.37,61.0,1
277,apology,7,8,5.56,0.1349690976287957,0.04775906259093229,0.4546621286698644,0.17366311901534523,2.86,6.24,15.76,51.0,1
278,apostle,7,6,9.5,0.6244501383135402,0.23204163852880436,0.6244501383135402,0.09293839512482414,3.22,5.5,1.39,54.0,0
279,apothecary,10,10,14.47,0.05551522347150673,0.05151078362889403,0.47108976708958017,0.06664048803908482,3.76,5.48,0.39,93.0,0
280,appalled,8,6,11.53,0.07581523635448091,0.046623055260855695,0.04715459648549202,0.0791503125944237,2.19,3.62,1.16,58.0,0
281,appalling,9,7,12.21,0.42874472859739826,0.062211226506459674,0.42874472859739826,0.0612978979724814,2.03,2.95,1.94,55.0,0
282,apparatus,9,10,10.9,0.39005694490328163,0.02249525947476155,0.39005694490328163,0.026155994543157424,3.78,5.5,1.51,75.0,0
283,apparel,7,7,10.8,0.06744961737364226,0.021977750347590783,0.030453574999052102,0.01735645402921298,4.6,5.38,0.69,57.0,0
284,appeal,6,5,10.21,0.5572718373317483,0.1547428512975575,0.573843283023753,0.2723819462230133,1.73,6.3,13.0,46.0,0
285,appear,6,5,6.67,0.4311870022311048,0.10186625226603864,0.4809544370683993,0.24442384214786647,3.13,5.25,23.37,39.0,0
286,appearance,10,8,8.83,0.3962319900747295,0.17228288824455854,0.27572432163087013,0.07518414565561504,2.57,6.14,11.59,71.0,1
287,appease,7,5,11.78,0.3109781059692155,0.10143289858397525,0.143268791734324,0.18658225913550985,1.93,5.95,0.49,45.0,0
288,appendicitis,12,13,12.0,0.06941756149283247,0.04985936940494708,0.15681249117977206,0.053104766641311404,3.48,1.86,0.94,107.0,0
289,appetite,8,7,8.83,0.6443340394102534,0.24008165696871608,0.6443340394102534,0.04638682577046901,2.74,6.23,8.94,52.0,0
290,appetizing,10,9,10.74,0.3781330635563561,0.11769424689947118,0.06885902266280643,0.08452805843704556,2.1,7.0,0.63,64.0,0
291,applaud,7,6,7.1,0.5295482214008432,0.07918652528905168,0.5295482214008432,0.10141853801196035,3.8,6.7,2.14,55.0,0
292,applause,8,6,6.2,0.05127016845445397,0.11038215835752943,0.07110394685654081,0.063568268949778,4.29,7.12,11.29,55.0,0
293,apple,5,4,4.15,0.482089755288322,0.0688617359168808,0.5643943917973169,0.1562655868275333,5.0,6.62,23.67,37.0,0
294,applicant,9,9,11.78,0.6112035555219563,0.09479250291988009,0.6112035555219563,0.05922882493272508,4.0,4.91,0.61,65.0,0
295,apply,5,5,9.21,0.641159234516536,0.03632374469199632,0.14704142739089637,0.07040334725797419,2.5,5.16,12.51,37.0,0
296,appoint,7,6,10.29,0.254937472963501,0.2066904375783344,0.22669494404905058,0.08728263504450645,2.24,5.95,2.04,53.0,0
297,appointment,11,10,7.53,0.33465061070494684,0.1721492329917105,0.33465061070494684,0.07447658618694881,3.0,4.43,30.57,71.0,1
298,apprentice,10,9,10.58,0.5743877990154665,0.2109080848235334,0.533257270687144,0.06588984933211565,3.67,5.95,1.94,69.0,0
299,approach,8,6,8.5,0.3338542125191951,0.05369038622590365,0.3338542125191951,0.06581858488050987,2.74,5.45,20.98,63.0,0
300,approve,7,6,7.89,0.5470944166299272,0.2527689787560364,0.527534832842805,0.1605363469894584,1.85,7.0,11.37,51.0,0
301,apricot,7,8,6.15,0.5024009133192234,0.04147034284501329,0.5024009133192234,0.061664287179678735,4.97,5.95,0.63,58.0,0
302,apron,5,6,6.75,0.46969918756430856,0.055837036578893,0.5124573967522719,0.0823633650754684,4.87,5.8,2.67,36.0,0
303,apt,3,4,12.5,0.07037826578196615,0.06705983348473263,0.0717087925890416,0.07187422799505404,1.78,5.64,1.75,20.0,0
304,aptitude,8,9,12.39,0.4732800061746459,0.13299134845181443,0.4732800061746459,0.11155266297953417,1.54,5.95,1.08,50.0,1
305,arcade,6,5,7.79,0.38865700265235326,0.06905450679063839,0.5441771816115544,0.04686279406600074,4.74,6.45,2.18,39.0,0
306,arch,4,3,8.26,0.06165890839437362,0.10948581417313628,0.16079084686990425,0.1291056478312537,4.59,5.8,3.69,32.0,0
307,archaeological,14,11,9.44,0.03943382187751725,0.184351463329547,0.019516523988073225,0.07038127237386582,2.67,6.05,0.94,86.0,1
308,archaeologist,13,12,9.68,0.6992723795626024,0.38288394088122724,0.6992723795626024,0.22958141056348316,4.45,5.42,1.12,82.0,1
309,archaeology,11,10,10.0,0.04637630044380087,0.14401074424577825,0.6671094926278999,0.1062219068456017,3.08,6.1,0.76,86.0,1
310,archery,7,6,9.06,0.09487072706116456,0.08270334326223075,0.05218108279699374,0.06164233391637586,3.93,5.25,0.78,46.0,1
311,architect,9,8,10.12,0.537495265854136,0.1455570076601727,0.6902957848081824,0.10122658290673951,3.74,6.21,6.55,71.0,0
312,architecture,12,10,10.06,0.4112838232679969,0.23246445056884363,0.021843553503288933,0.05018687577778091,3.59,6.05,3.18,97.0,1
313,arctic,6,6,7.79,0.5729810436864506,0.056608397027911,0.05804949638144948,0.03060989333320507,3.0,4.45,1.96,44.0,0
314,ardent,6,6,13.27,0.06178478875708732,0.039451433133078105,0.10436152945514614,0.052491893903108613,1.64,4.95,0.59,38.0,0
315,area,4,4,6.58,0.5119021681278594,0.13201615967712524,0.4732493595471194,0.19558770276161785,3.72,5.56,74.92,28.0,0
316,arena,5,6,9.57,0.4983745555971755,0.17390705916586308,0.10485435826261988,0.06144922927364228,4.83,5.75,3.63,35.0,0
317,argue,5,5,4.61,0.3843387539418779,0.2691583050537031,0.6696099255406162,0.0859099854653471,2.75,3.15,19.75,35.0,0
318,arise,5,5,6.89,0.4242206259685976,0.2809774291696781,0.22527477627195616,0.23100850792255628,3.17,6.17,2.96,32.0,1
319,aristocratic,12,14,12.06,0.11944219680756513,0.1601703445721157,0.057742032395411376,0.07394520000683295,2.42,5.79,0.73,88.0,1
320,ark,3,3,7.17,0.06754694335203346,0.08483751484441776,0.0960430268785075,0.08871840661584006,4.67,6.15,3.9,20.0,0
321,arm,3,3,3.26,0.2066128397786411,0.13693132469436492,0.2946776791631457,0.19765467162185055,4.96,5.44,65.41,20.0,0
322,armada,6,6,13.53,0.07408840559184693,0.05331597756415105,0.04178196108167681,0.024166485509296988,4.04,4.6,1.08,52.0,0
323,armed,5,4,8.72,0.23340135714130364,0.11402809197705582,0.4636893523283724,0.17525658952793188,3.6,4.11,22.82,34.0,0
324,army,4,4,7.15,0.15309511620348804,0.15564026155851582,0.4748932514687299,0.2470500438223488,4.7,4.65,85.69,34.0,0
325,aroma,5,6,9.47,0.4946813968833815,0.05724214694926398,0.6826743343938694,0.10031094952125955,3.67,7.65,1.35,38.0,0
326,arouse,6,5,12.63,0.43181920183331773,0.3582368906775663,0.6118990607383508,0.2434388645991862,2.85,6.67,1.22,34.0,0
327,arraignment,11,9,16.44,0.08650433474048698,0.07711605635946372,0.11071300472989948,0.10255101538149412,2.58,3.91,1.39,73.0,1
328,arrange,7,6,8.28,0.5298528452631076,0.13676532513210085,0.5263532275160632,0.08379029567590145,2.79,5.15,15.51,43.0,0
329,arrangement,11,10,9.89,0.5566909074009888,0.14393950954242354,0.5566909074009888,0.09322938503922924,2.3,5.71,9.45,68.0,1
330,array,5,4,10.79,0.17754274609408202,0.041025083727738026,0.06408585726250987,0.14212452856336225,2.54,5.9,2.12,38.0,0
331,arrest,6,6,7.47,0.6241302682340693,0.06987848681749417,0.5500828554027922,0.16026870497560117,3.93,2.33,59.55,37.0,0
332,arrive,6,5,6.26,0.6806156707444967,0.17012967773652496,0.6717715328501765,0.3540158513372307,3.22,6.41,18.69,43.0,0
333,arrogance,9,8,11.72,0.08791852729452809,0.09048569631958238,0.10772766230542617,0.07666358716711788,1.74,2.55,2.82,73.0,0
334,arrogant,8,8,9.95,0.39253676037991947,0.07629499531228426,0.39253676037991947,0.1860905210256872,2.07,2.52,5.22,64.0,0
335,arrow,5,4,6.07,0.2106301961501886,0.1930795902837087,0.6524916250017724,0.15980738570037778,4.97,5.24,7.84,32.0,0
336,arsenal,7,6,11.79,0.3808266258646125,0.08192959936119988,0.3808266258646125,0.09038901916163966,3.86,4.45,2.0,53.0,0
337,arson,5,4,11.2,0.13967815482504672,0.038271981636099676,0.0875229690784844,0.034694436761010104,3.66,2.26,3.0,36.0,0
338,arsonist,8,8,11.45,0.6062389228648289,0.07734672089225393,0.6062389228648289,0.043723919308429206,3.96,2.5,1.02,59.0,1
339,art,3,3,6.21,0.12552942467538944,0.09991478558182179,0.3591439668162527,0.10295619809583807,4.17,6.85,70.8,20.0,0
340,artery,6,6,13.06,0.05145886150000548,0.044591636539988246,0.7439951584357715,0.062310474825375196,4.48,4.29,5.31,40.0,0
341,arthritis,9,8,11.67,0.01854675611028807,0.212607859381905,0.08226224752911573,0.037612183869276596,3.5,2.32,1.94,70.0,0
342,artichoke,9,7,10.0,0.6492702367548643,0.04447629591070029,0.6492702367548643,0.046489961061375575,4.63,5.3,0.55,76.0,0
343,article,7,6,8.61,0.33885551157125576,0.11556988084413705,0.5842177307160715,0.047593088081064376,4.33,5.68,19.57,52.0,0
344,artifact,8,8,10.33,0.44713236366707404,0.1509660199545841,0.44713236366707404,0.05145064391064965,4.5,6.2,1.1,65.0,0
345,artillery,9,8,10.68,0.35490234683940164,0.028438263988501335,0.14492211681535994,0.021819505695965608,4.31,4.1,5.49,67.0,0
346,artist,6,6,6.78,0.6100017640924956,0.13317118347003326,0.7010390441098869,0.06394204302128001,4.24,6.76,28.63,38.0,1
347,artistic,8,8,9.17,0.3960961179876139,0.15417743706926443,0.43895652236109045,0.03134047366930153,2.14,7.0,4.92,51.0,1
348,asbestos,8,9,13.95,0.0342310597508916,0.019229268214749407,0.11533122037738756,0.014551445546201235,4.52,2.24,1.29,66.0,0
349,ascend,6,6,10.67,0.3990464353662543,0.13029131397576174,0.3990464353662543,0.2411580133780034,2.66,6.19,0.92,38.0,0
350,ascendant,9,9,13.69,0.024457990418909805,0.06361915309354625,0.07172836678423064,0.05975421822671356,2.24,5.29,0.67,61.0,1
351,ascending,9,8,10.84,0.04893142735383364,0.07541447765716965,0.03084247760218978,0.10793194470079007,2.66,5.14,0.69,52.0,0
352,asinine,7,7,12.71,0.1898749840062008,0.04011292816302347,0.08475119674489844,0.04793310768516146,1.67,5.05,0.96,57.0,0
353,ask,3,4,2.89,0.6252835667660399,0.1397029320943493,0.7582235367885434,0.19929574746297332,2.52,5.95,483.14,21.0,0
354,asleep,6,6,4.47,0.12182894537209665,0.14184356176132268,0.3289087932416116,0.11743845052361769,3.71,6.5,49.82,47.0,0
355,asparagus,9,10,6.79,0.061763391432439016,0.026908777708602057,0.12437556221018,0.027723649893503063,4.96,5.43,0.98,77.0,0
356,aspect,6,7,10.35,0.5626066737902935,0.06408284357833989,0.5626066737902935,0.08085805370686545,1.82,4.89,3.86,38.0,0
357,aspen,5,6,10.036923000000002,0.4282048574152478,0.03826310894327335,0.4282048574152478,0.05142766828485791,4.59,6.57,1.88,38.0,0
358,asphalt,7,7,8.89,0.1321524340477419,0.02552540506305092,0.04155369178365367,0.024561464544817637,4.83,4.46,0.96,59.0,0
359,asphyxia,8,8,14.07,0.5095088007070739,0.0607197455123469,0.060325192231047015,0.022280571719249857,3.52,2.19,0.41,75.0,0
360,aspirin,7,8,7.95,0.1907781228591045,0.08149693179045696,0.4067096771245657,0.045156913455666324,4.76,5.3,7.75,52.0,0
361,ass,3,3,7.84,0.21528851276109257,0.1291601414550853,0.18836954875987239,0.2387316106430695,4.67,5.45,226.37,20.0,0
362,assailant,9,8,12.44,0.5573295265648783,0.1315754331428228,0.5573295265648783,0.17976829517921014,3.96,3.24,1.47,70.0,1
363,assassin,8,7,11.28,0.41333109115400135,0.0848152512010717,0.44964743997141576,0.14089775764286935,4.43,2.11,5.92,65.0,0
364,assassinate,11,9,10.11,0.5364512035689576,0.257578395920737,0.5381642038741086,0.2334188239615318,3.0,3.27,1.88,77.0,1
365,assault,7,6,10.21,0.5107338118755418,0.0640278557421713,0.5130261483013875,0.09259737125389188,3.41,2.05,17.57,56.0,0
366,assert,6,5,10.83,0.33752102256339506,0.06159474839053758,0.30754998639194586,0.06206586522345793,2.03,5.68,0.84,37.0,0
367,assertive,9,7,10.44,0.4621928654756287,0.05020258132660749,0.4621928654756287,0.06560889911618838,2.07,5.37,0.45,66.0,1
